pid,name,alter,geschlecht,land,branche,subfokus,rolle,arbeitet_fachlich_mit,teamgroesse,jahresumsatz_eur,tech_affinitaet,digitale_reife,haltung,buchungswahrscheinlichkeit,nuetzlichster_teil,groesster_einwand,vertrauen_externe_gesundheitsdaten,aufbau_zu_guenstig,aufbau_guenstig,aufbau_teuer,aufbau_zu_teuer,aufbau_ideal,retainer_zu_guenstig,retainer_guenstig,retainer_teuer,retainer_zu_teuer,retainer_ideal
P072,Franziska,32,weiblich,DE,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,8,430000,5,4,pragmatisch-abwägend,7,Automatisiertes Onboarding neuer Klient:innen und verbessertes internes Wissensmanagement,Fehlende Nachhaltigkeit nach Einrichtung – wer pflegt und aktualisiert die Systeme ohne IT-Person im Team? Und zu wenig Klarheit was KI-gestützt konkret bedeutet,"Startet bei null, muss aktiv erarbeitet werden – konkrete Fragen zu Datenverarbeitung, Serverstandort, AVV und Zertifizierungen, im Zweifel Rücksprache mit Datenschutzbeauftragtem",1500.0,2500.0,4500.0,7000.0,3200.0,150.0,350.0,600.0,900.0,450.0
P073,Sabine,32,weiblich,DE,Personal-Training-Studio,Small-Group-Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,299000,1,1,pragmatisch-abwägend,6,Terminorganisation und automatisierte Kundenkommunikation – spart täglich Zeit und Kopfkapazität; danach strukturiertes Onboarding neuer Kunden,Zu hoher Einführungsaufwand bei niedriger Tech-Affinität im Team; Unklarheit was KI-gestützt konkret bedeutet – Angst vor unpersönlicher Kommunikation die Kundenbindung gefährdet,"Sehr kritisch – brauche klare, verständliche Antworten zu Datenspeicherort, Zugriffsrechten und DSGVO-Konformität; ohne das kein Einstieg",500.0,1500.0,3500.0,6000.0,2200.0,80.0,200.0,400.0,700.0,280.0
P074,Sandra,43,weiblich,AT,Präventions-/BGF-Anbieter,Rückenschule & Prävention,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,274000,3,3,skeptisch,6,"Terminorganisation und Ausfallmanagement, automatisierte Kundenkommunikation (Erinnerungen, Bestätigungen, Warteliste) – täglicher konkreter Schmerz",Was passiert nach der Einrichtung – wer hält es am Laufen? Dazu Skepsis gegenüber 'KI-gestützt' als mögliches Buzzword; und Sorge um Team-Akzeptanz bei wenig technikaffinen Mitarbeiterinnen,"Heikel – klare Anforderungen: DSGVO-Konformität nach österreichischem Recht, keine US-Cloud, Haftungsfrage muss geklärt sein; bei unklaren Antworten kein Deal",500.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,500.0,800.0,350.0
P075,Roman,60,männlich,AT,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,557000,2,3,überfordert / zu wenig Zeit,6,"Internes Wissensmanagement und Terminorganisation, danach automatisierte Kundenkommunikation im Premiumbereich","Zu hoher Zeitaufwand meinerseits bei der Einführung, und Unsicherheit ob das Team das System wirklich annimmt und nutzt","Sehr niedrig ohne konkrete Nachweise – brauche verständliche technische Erklärungen, klare Verträge und Auftragsverarbeitungsvereinbarungen, im Zweifel anwaltliche Prüfung",1500.0,3500.0,7000.0,12000.0,4500.0,150.0,350.0,700.0,1200.0,450.0
P076,Karin,29,weiblich,AT,Physiotherapie-/Therapiepraxis,Osteopathie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,6,435000,5,4,pragmatisch-abwägend,7,Terminorganisation und Patientenkommunikation – konkreter täglicher Schmerzpunkt; sekundär: internes Wissensmanagement beim Onboarding neuer Mitarbeiter,"Risiko, dass neue Lösung mehr Aufwand erzeugt als sie löst; außerdem: Unklarheit wie tief externe Person in sensible Abläufe und Daten einsehen muss","Klares Minimum: nachweisbarer Datenschutz, DSGVO-Konformität, Auftragsverarbeitungsvertrag – bei Zögern oder Schwammigkeit ist Gespräch sofort beendet",500.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,550.0,900.0,350.0
P077,Simone,56,weiblich,CH,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,248000,1,2,neugierig-offen,6,"Terminorganisation und automatisierte Klientenkommunikation – größtes Zeitleck, klar bezifferbarer Nutzen; sekundär: internes Wissensmanagement","Einführungsaufwand liegt bei mir, bevor ich Nutzen sehe; und Abhängigkeit von externer Person – wer pflegt das System weiter, wenn sie weg ist?","Kritisch und nicht verhandelbar: Schweizer Datenhaltung, DSG/DSGVO-Konformität, schriftliche Absicherung, klare Zugriffsregelungen – ohne das kein Gespräch",800.0,1800.0,3500.0,6000.0,2500.0,80.0,180.0,320.0,500.0,220.0
P078,Sebastian,61,männlich,DE,Personal-Training-Studio,Functional-Training-Box,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,464000,3,2,überfordert / zu wenig Zeit,6,Dienstplanung und Neukunden-Aufnahme – größte tägliche Zeitfresser; Terminorganisation im Team konsequent digitalisieren,Nachhaltigkeit nach Abschluss der externen Begleitung unklar; versteckte Kosten nach kostenloser Erstanalyse befürchtet; fehlende Transparenz über Gesamtkosten,"Sehr kritisch – Kundendaten mit Gesundheitsbezug, DSGVO und Datenspeicherort müssen schriftlich und klar geregelt sein, keine Verhandlungsbasis; amerikanische Server inakzeptabel",500.0,1500.0,3000.0,4500.0,2000.0,100.0,225.0,400.0,600.0,280.0
P079,Marco,61,männlich,CH,Präventions-/BGF-Anbieter,betriebliche Gesundheitsförderung,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,331000,5,4,pragmatisch-abwägend,7,Automatisierung des Akquise- und Angebotsprozesses sowie strukturiertes internes Wissensmanagement mit Blick auf Nachfolge,Intransparenz über Folgekosten nach der Gratis-Analyse; Zweifel ob externe Person BGF-spezifische Komplexität schnell genug versteht,"Sehr kritisch – klare rote Linien bei Datenspeicherort (Schweiz/EU), keine US-Sprachmodelle mit Gesundheitsdaten, Zertifizierungen und Ausfallszenarien müssen vorab geklärt sein",1500.0,3500.0,6500.0,9000.0,4500.0,150.0,350.0,600.0,900.0,450.0
P080,Franziska,51,weiblich,DE,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,226000,1,1,desinteressiert / sieht keinen Bedarf,5,Terminorganisation und automatische Kommunikation mit Klientinnen; auch digitale Klientenaufnahme statt Papierbogen,Team-Akzeptanz fraglich da Kolleginnen kaum technikaffin sind; Sorge vor versteckten Kosten nach kostenloser Erstanalyse; Angst vor Komplexität die niemand wirklich nutzt,"Sehr sensibel – Klientinnen vertrauen auf absolute Diskretion; braucht klare verständliche Erklärung was gespeichert wird, wo, und durch wen; DSGVO-Konformität muss konkret und nachvollziehbar sein nicht nur als Schlagwort",500.0,1500.0,3000.0,5000.0,1800.0,80.0,200.0,380.0,600.0,250.0
P081,Lukas,37,männlich,CH,Physiotherapie-/Therapiepraxis,Osteopathie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,323000,3,3,überfordert / zu wenig Zeit,6,"Terminorganisation und Patientenkommunikation – täglich spürbares Problem; zweitens Aufnahme neuer Klienten, da kein richtiger Prozess vorhanden",Zeitinvestition am Anfang unterschätzt; Unklarheit wer das System nach Einrichtung wartet und bei Änderungen anpasst – keine interne IT-Ressource vorhanden,"Grundsätzlich heikel – Verantwortung bleibt beim Inhaber; klare Anforderungen: Referenzen im Gesundheitsbereich, nachweisliche Kenntnis Schweizer Datenschutzrecht (DSG), Transparenz über Hosting und Datenspeicherung",500.0,1500.0,4000.0,6000.0,2500.0,100.0,250.0,500.0,800.0,350.0
P082,Michael,32,männlich,DE,Ernährungs-/Gesundheitszentrum,Ernährungsberatung,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,372000,4,4,pragmatisch-abwägend,6,"Automatisierung der Klientenaufnahme und Kommunikation (Anamnese, Unterlagen, Erinnerungen) sowie internes Wissensmanagement und Prozessdokumentation","Externe verstehen Betrieb nicht schnell genug in seiner Spezifik; Erwartung echter Lösungen statt halbgarer Konzepte; keine Zeit, ein externes Projekt selbst zu führen","Sehr kritisch – nur mit wasserdichtem Auftragsverarbeitungsvertrag, nachgewiesener DSGVO-Konformität und klaren Aussagen zu Datenhaltung und Zugriffsrechten; nicht verhandelbar",800.0,1500.0,3500.0,6000.0,2200.0,80.0,180.0,400.0,700.0,250.0
P083,Stefan,29,männlich,DE,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,175000,4,4,skeptisch,6,"Neukunden-Onboarding automatisieren, das persönlich wirkt; an zweiter Stelle Terminorganisation die Kunden wirklich akzeptieren",Abhängigkeit von externem Dienstleister wenn System nicht selbst wartbar; KI in Kundenkommunikation gefährdet Persönlichkeit als USP; Folgekosten völlig unklar,"Nur mit klarem DSGVO-Vertrag, Auftragsverarbeitung und transparenter Datenhaltung – sonst sofortiges Abbruchkriterium",500.0,1500.0,3000.0,5000.0,2000.0,100.0,200.0,400.0,700.0,250.0
P084,Christine,34,weiblich,DE,Präventions-/BGF-Anbieter,Gesundheitscoaching für Firmen,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,523000,3,2,skeptisch,6,Terminorganisation und Kundenkommunikation mit Firmenkunden; Onboarding-Prozess für neue Klienten,Unklar was KI-gestützt konkret bedeutet; Sorge um fehlende Unterstützung nach der Einrichtung – wer hilft wenn etwas nicht funktioniert?,"Sehr vorsichtig – DSGVO-Konformität ist Minimum, nicht Ziel; brauche konkrete Nachweise, Referenzen aus Gesundheitsbereich und ggf. externe DSGVO-Prüfung",800.0,1900.0,3500.0,5000.0,2400.0,100.0,225.0,450.0,700.0,290.0
P085,Lukas,57,männlich,AT,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,9,791000,1,1,überfordert / zu wenig Zeit,6,"Terminorganisation als dringlichstes Problem, gefolgt von strukturierter Aufnahme neuer Klienten",Fehlende Umsetzungsbegleitung und Teamakzeptanz; außerdem Unbehagen gegenüber KI als undurchsichtige und unkontrollierbare Technologie,"Sehr kritisch – prominente, diskrete Klientel erfordert wasserdichte DSGVO-Antworten; Ausweichen oder Wackeln ist ein K.O.-Kriterium",800.0,1500.0,4500.0,8000.0,2500.0,100.0,250.0,600.0,1000.0,380.0
P086,Manuela,28,weiblich,AT,Physiotherapie-/Therapiepraxis,Logopädie im Verbund,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,171000,1,1,stark skeptisch,4,Terminorganisation (größter täglicher Zeitfresser) und strukturierte Aufnahme neuer Klienten – beides läuft derzeit uneinheitlich und chaotisch,Datenschutz und Haftung bei sensiblen Gesundheitsdaten; Unklarheit über Folgekosten nach kostenloser Erstanalyse; Angst vor hohem Einrichtungsaufwand ohne echten Nutzen basierend auf schlechter Vorerfahrung,"Sehr niedrig ohne konkrete Nachweise – braucht DSGVO-Konformität für Österreich, Auftragsverarbeitungsvertrag, klare Antworten wo Daten liegen und wer Zugriff hat; würde nicht sofort echte Patientendaten einbringen",300.0,800.0,1500.0,2500.0,1000.0,50.0,100.0,200.0,350.0,120.0
P087,Corinne,56,weiblich,CH,Ernährungs-/Gesundheitszentrum,Diätologie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,403000,2,2,neugierig-offen,6,"Terminorganisation (Anfragen, Absagen, Erinnerungen automatisieren) und strukturiertere Aufnahme neuer Klienten","Datenschutz bei sensiblen Gesundheitsdaten – will konkrete Nachweise, keine Versprechen; ausserdem Angst vor Einführungsaufwand und geteilter Akzeptanz im Team","Grundsätzlich misstrauisch gegenüber Systemen und Versprechen – Vertrauen möglich, aber nur mit vertraglicher Grundlage, Transparenz über eingesetzte Tools und Datenspeicherung in der Schweiz",500.0,1500.0,3500.0,6000.0,2200.0,80.0,150.0,320.0,500.0,220.0
P088,Daniel,48,männlich,DE,Personal-Training-Studio,Frauen-Fitness-Studio,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,4,329000,4,5,stark skeptisch,6,"Automatisierung wiederkehrender Verwaltungsaufgaben (Zahlungserinnerungen, Mitgliedschaftsstatus) und strukturierte Aufnahme neuer Klientinnen",Datenschutz bei sensiblen Klientinnendaten ist zentrales Vertrauenskapital; außerdem Sorge vor Abhängigkeit von externer Person langfristig,"Sehr zurückhaltend – braucht konkrete Antworten zu Datenspeicherung, Zugriff, KI-Diensten im Hintergrund; Vertrauen entsteht nicht durch Präsentation sondern durch Transparenz und nachgewiesene Kompetenz",500.0,1500.0,3000.0,4500.0,2000.0,100.0,250.0,450.0,650.0,300.0
P089,Nicole,42,weiblich,DE,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,7,406000,1,1,neugierig-offen,7,"Zentrale Ablage für Aufträge/Termine/Angebote, Terminorganisation automatisieren, Rechnungsstellung und Angebotsnachverfolgung","Verhaltensänderung im Team ist das eigentliche Problem, nicht Technik; außerdem starkes Kontrollbedürfnis – muss jeden Schritt nachvollziehen können","Kritisches Thema – schlechte Erfahrung mit DSGVO, fordert schriftliche Nachweise zu Datenspeicherung, Serverstandort, Zugriffsrechten; kein K.O. aber harte Bedingung",800.0,1800.0,3500.0,5000.0,2200.0,150.0,280.0,490.0,700.0,350.0
P090,Franziska,50,weiblich,DE,Wellness-/Longevity-Praxis (Premium),Longevity & Healthspan,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,2,283000,1,1,neugierig-offen,6,"Terminorganisation und automatisierte Kundenkommunikation – hat sofortigen, täglichen Effekt; Wissensmanagement erscheint für Betriebsgröße wenig relevant",Datenschutz bei sensiblen Gesundheitsdaten ist absolut kritisch; unklar was KI-gestützt konkret bedeutet; Angst vor Abhängigkeit von externem System das man selbst nicht versteht oder bedienen kann,"Gering zu Beginn – DSGVO-Nachweis, EU-Server, Auftragsverarbeitungsvertrag und Gesundheitsdaten-Erfahrung sind Voraussetzungen; Vertrauen ist aufbaubar aber muss aktiv nachgewiesen werden",500.0,1500.0,3500.0,5000.0,2200.0,80.0,200.0,380.0,550.0,270.0
P091,Sandra,45,weiblich,AT,Physiotherapie-/Therapiepraxis,manuelle Therapie & Faszien,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,590000,1,1,neugierig-offen,6,Automatisierte Terminorganisation und Patientenkommunikation; sowie strukturiertes internes Wissensmanagement um Abhängigkeit von der eigenen Person zu reduzieren,"Datenschutz bei sensiblen Gesundheitsdaten – braucht konkrete, belegbare Antworten statt Floskeln; außerdem Vertrauensaufbau zu externer Person braucht Zeit","Grundsätzlich niedrig – steigt nur mit nachgewiesener Erfahrung in Gesundheitsbetrieben, klaren Verträgen, EU-Datenspeicherung und persönlichem Vertrauensaufbau",500.0,1500.0,3500.0,6000.0,2200.0,80.0,200.0,450.0,700.0,280.0
P092,Janine,48,weiblich,CH,Ernährungs-/Gesundheitszentrum,Diätologie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,563000,5,5,überfordert / zu wenig Zeit,6,"Internes Wissensmanagement und Automatisierung der Klientenaufnahme (Fragebogen, Unterlagen, Ersttermin)","Angst vor einer Lösung, die nicht wirklich passt und brachliegt; Intransparenz über Folgekosten nach der Erstanalyse","Grundsätzlich skeptisch – brauche klare Antworten zu Datenspeicherung, Zugriff und vertraglicher Regelung, bevor ich zustimme; Verantwortung liegt bei mir",1500.0,3500.0,6500.0,9000.0,4500.0,150.0,350.0,700.0,1100.0,450.0
P093,Robin,51,divers,CH,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,335000,1,1,überfordert / zu wenig Zeit,6,"Terminorganisation – grösster Alltagsfresser, sofort spürbar. Zweite Priorität: automatische Rechnungsstellung und Zahlungsübersicht.","Kosten nach der Gratisanalyse unklar – kein Budget für teure Dauerlösungen. Und: Einführungsaufwand – wenn ich selbst viel Zeit investieren muss, werde ich es nicht durchhalten.","Grosses Thema – Klient:innen teilen sensible Gesundheits- und Lebensinformationen. Brauche klare, einfache Antworten zu Datenspeicherort (Schweiz?), Zugriffsrechten und Haftung. 'Datenschutzkonform' allein reicht nicht.",500.0,1500.0,3500.0,5500.0,2200.0,80.0,180.0,380.0,600.0,250.0
P094,Marco,41,männlich,CH,Präventions-/BGF-Anbieter,Rückenschule & Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,750000,5,5,überfordert / zu wenig Zeit,7,Automatisierung Erstanfrage bis Angebot bei Firmenkunden; internes Wissensmanagement im Team,Wer pflegt das System nach der Einrichtung? Gefahr von halbverwaistem Tool ohne Ownership. Ausserdem: Unklarheit was 'KI-gestützt' konkret bedeutet und wo Daten gespeichert werden (Datenschutz CH/EU),"Grundsätzlich möglich, aber nur mit klarer Datenverarbeitungsvereinbarung, nDSG-Konformität, Serverstandort CH/EU und transparenter Prüfung – kein blindes Vertrauen auf Basis eines PDFs",1500.0,2500.0,4500.0,7000.0,3200.0,150.0,300.0,550.0,900.0,390.0
P095,Fabienne,35,weiblich,CH,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,166000,2,2,desinteressiert / sieht keinen Bedarf,4,"Automatisierung Terminorganisation und Klientenkommunikation – aber nur wenn es sich persönlich und zum Betrieb passend anfühlt, kein generischer Massenversand",Intransparente Folgekosten bei kleinem Umsatzspielraum; Abhängigkeit von einem System das ich nicht selbst verstehe und nicht selbst eingerichtet habe,"Sehr kritisch – Klientel legt extremen Wert auf Diskretion, brauche konkrete Belege: Serverstandort Schweiz, klare Verträge, genaue Zugriffsregelung – Vertrauen nicht einfach vorausgesetzt",500.0,1500.0,3000.0,5000.0,2000.0,50.0,150.0,300.0,500.0,200.0
P096,Thomas,55,männlich,DE,Physiotherapie-/Therapiepraxis,Osteopathie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,351000,5,5,überfordert / zu wenig Zeit,7,"Terminorganisation und Patientenkommunikation (direkter Umsatzeffekt durch No-Show-Reduktion); internes Wissensmanagement (Onboarding, Prozessdokumentation)",Implementierungs- und Betreuungsaufwand wird unterschätzt; Zweifel ob Externe Nischenbereich Osteopathie schnell genug verstehen ohne lange Einarbeitungszeit auf meiner Seite,"Kritischer Punkt – DSGVO muss stimmen, EU-Hosting zwingend, kein US-Anbieter; will konkrete Nachweise nicht nur Versprechungen; Datensouveränität und Rückbaubarkeit wichtig",800.0,1500.0,3500.0,6000.0,2200.0,100.0,200.0,450.0,800.0,300.0
P097,Roger,43,männlich,CH,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,306000,3,3,stark skeptisch,5,Automatisierte Erstaufnahme neuer Klienten und internes Wissensmanagement bzw. Teamkommunikation,"Unklare Folgekosten und Zweifel, ob externe Person den spezifischen Betrieb wirklich versteht; schlechte Erfahrungen mit Beratern","Sehr kritisch – klare schriftliche Vereinbarungen, Transparenz über Datenspeicherung und Zugriff zwingend erforderlich; keine Floskeln akzeptiert",500.0,1500.0,2800.0,4500.0,2000.0,100.0,200.0,350.0,600.0,250.0
P098,Verena,41,weiblich,AT,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,4,341000,4,4,früher Anwender / probiert gern Neues,7,Wissensmanagement und Onboarding-Automatisierung – beides größte aktuelle Zeitfresser und direkt verknüpft mit dem Zauberwunsch aus Frage 1,Einmalige Analyse hilft nicht wenn Implementierung wieder an mir hängt; Risiko dass KI-Automatisierung den persönlichen Charakter des Studios zerstört und Klienten verprellt,"Sehr kritisch – datenschutzkonform ist Mindestvoraussetzung, brauche konkrete Antworten zu Datenspeicherung, KI-Training mit echten Daten und Zugriffsrechten; bevorzuge Lösung ohne direkten Kontakt der externen Person mit echten Klientendaten",800.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,550.0,900.0,380.0
P099,Reto,61,männlich,CH,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,4,397000,1,1,pragmatisch-abwägend,5,"Terminorganisation und Auftragsübersicht (wer ist wo im Prozess), danach Büro- und Verwaltungsvereinfachung",Externe versteht unsere spezifische Realität nicht schnell genug; Einführungsaufwand und spätere Abhängigkeit vom Anbieter bereiten Sorgen,"Kritisch – sensible Klientendaten (z.B. Burnout-Teilnahme) erfordern genaue Prüfung was extern sichtbar wird, Datenschutzversprechen reicht nicht, würde rechtlich prüfen lassen",800.0,1800.0,3500.0,5500.0,2200.0,100.0,250.0,480.0,700.0,320.0
P100,Patrick,51,männlich,CH,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,4,271000,5,5,früher Anwender / probiert gern Neues,6,Onboarding neuer Klientinnen und Klienten automatisieren und internes Wissensmanagement strukturieren,Externe verstehen selten die Tiefe und Spezifik unseres Betriebs; Einarbeitungsaufwand ist hoch; kostenlose Erstanalyse ist oft Einstieg in teure Folgeleistung,"Sehr kritisch – konkrete Nachweise zu Datenspeicherort, Tools und Datenschutzvereinbarung notwendig, kein Vertrauen auf Versprechen allein",800.0,2500.0,5500.0,9000.0,3200.0,150.0,400.0,800.0,1400.0,550.0
P101,Stefan,29,männlich,DE,Physiotherapie-/Therapiepraxis,Ergotherapie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,266000,1,1,skeptisch,5,Terminorganisation – größter täglicher Schmerzpunkt; danach Aufnahme neuer Klient:innen; internes Wissensmanagement für Drei-Personen-Team als wenig relevant eingeschätzt,"Wer betreut das System nach der Einrichtung? Angst vor Abhängigkeit und Alleinsein mit Technik, die ich nicht beherrsche. Dazu ungeklärte Folgekosten für einen kleinen Betrieb mit überschaubarer Marge.","Sehr hohes Schutzbedürfnis – sensible Diagnose- und Behandlungsdaten, psychiatrische Informationen. Brauche klaren Serverstandort (kein USA), wasserdichten Vertrag UND persönliches Vertrauen zur externen Person. Vertragswerk allein reicht nicht.",500.0,1500.0,3000.0,5000.0,2000.0,50.0,150.0,300.0,500.0,200.0
P102,Patrick,59,männlich,CH,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,163000,3,4,skeptisch,6,"Terminorganisation und Klientenkommunikation von Erstkontakt bis gebuchtem Termin, sowie Aufnahme-Prozess neuer Klienten",Zweifel ob externe Person den sensiblen Ton eines Gesundheitsbetriebs versteht; Angst vor Abhängigkeit von externer Infrastruktur nach Einrichtung,"Sehr kritisch – brauche glasklare Datenschutzgarantie nach Schweizer Recht, Serverstandort Schweiz, kein KI-Training mit Klientendaten; ohne das kein Deal",800.0,1800.0,3500.0,5500.0,2400.0,80.0,180.0,320.0,500.0,220.0
P103,Nadine,50,weiblich,CH,Personal-Training-Studio,Small-Group-Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,235000,1,1,früher Anwender / probiert gern Neues,6,"Automatisierung der Zahlungsverfolgung und Terminorganisation – konkrete Entlastung bei kleinen, nervigen, wiederkehrenden Aufgaben","Angst, dass nach der Einrichtung alles wieder an mir hängt; Team nicht mitziehen wird; versteckte Kosten nach der kostenlosen Erstanalyse","Grosses Thema – Kunden teilen sehr persönliche Informationen, brauche volle Transparenz zu Datenzugriff, Datenlagerung und rechtlicher Absicherung nach CH-DSG; keine Kompromisse hier",500.0,1500.0,3500.0,5500.0,2200.0,80.0,200.0,400.0,650.0,280.0
P104,Melanie,61,weiblich,DE,Präventions-/BGF-Anbieter,Rückenschule & Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,504000,5,5,skeptisch,6,"Automatisierte Kundenkommunikation – Erinnerungen, Onboarding neuer Klienten, Teilnahmenachweise – weil das aktuell manuell und zeitfressend ist","Datenschutz konkret ungeklärt (Serverstandort, Zugriffe, US-Cloud-Risiko) und fehlende Nachhaltigkeit nach Einrichtung – wer betreut das System danach?","Gering bis mittel zu Beginn – AVV, Haftungsfrage und Branchenreferenzen sind Voraussetzung, kein Automatismus",500.0,1800.0,3500.0,5500.0,2400.0,100.0,280.0,490.0,700.0,350.0
P105,Tanja,29,weiblich,CH,Wellness-/Longevity-Praxis (Premium),Medical Wellness,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,797000,1,2,desinteressiert / sieht keinen Bedarf,4,"Terminorganisation und Aufnahme neuer Klient:innen – beides aktuell manuell und fehleranfällig, dort wäre konkreter Nutzen sofort spürbar","Unklare Folgekosten, Zweifel ob externe Person Branche versteht, Angst vor Unpersönlichkeit durch Automatisierung, Einführungsaufwand ohne freie Kapazität","Sehr heikel – nur mit schriftlichen Garantien, Schweizer Datenschutzrecht, klaren Verträgen und transparenter Kommunikation gegenüber Klient:innen; bleibt trotzdem ein echtes Hindernis",500.0,2500.0,5000.0,8000.0,3200.0,100.0,250.0,500.0,800.0,350.0
P106,Ramona,37,weiblich,CH,Physiotherapie-/Therapiepraxis,Osteopathie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,387000,4,3,neugierig-offen,7,"Digitale Aufnahme neuer Klient:innen, internes Wissensmanagement und automatische Terminerinnerungen",Datenschutz bei Gesundheitsdaten (DSG Schweiz) und fehlende Nachbetreuung nach Einrichtung – keine interne IT-Ressource vorhanden,"Grundsätzlich möglich, aber nur mit nachgewiesener Erfahrung im Gesundheitsbereich, Kenntnis Schweizer Datenschutz, klarem Auftragsbearbeitervertrag und Datenhaltung in CH/EU",800.0,1750.0,3500.0,5500.0,2400.0,100.0,200.0,400.0,650.0,280.0
P107,Sebastian,47,männlich,DE,Ernährungs-/Gesundheitszentrum,Diätologie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,9,723000,2,2,neugierig-offen,6,Aufnahme neuer Klienten und Terminorganisation; sowie internes Wissensmanagement für Abläufe und Zuständigkeiten,"Nachhaltigkeit nach Einrichtung unklar – wer betreut das danach? Außerdem Unbehagen bei KI und Patientendaten: Datenschutz, Serverstandort, Zugriffe ungeklärt","Möglich aber nicht selbstverständlich – DSGVO-Nachweis, EU-Serverstandort und Auftragsverarbeitungsvertrag sind Voraussetzung, kein Verhandlungspunkt",800.0,2500.0,5500.0,8000.0,3500.0,150.0,350.0,650.0,900.0,450.0
